Timestamp,Mag_X (uT),Mag_Y (uT),Mag_Z (uT),Mag_Total (uT)
2025-04-29 13:32:03,46.74071908798597,-45.54223911137095,-12.233265127155803,66.39610786642986
2025-04-29 13:32:04,45.96609178602748,-45.39608301666179,-12.204033908213972,65.74666828798237
2025-04-29 13:32:05,47.018415667933354,-45.162233265127156,-8.827828120432622,65.78973532961065
2025-04-29 13:32:06,46.90149079216604,-45.35223618824905,-10.581701256942415,66.09498897264102
2025-04-29 13:32:07,47.22303420052616,-45.36685179771997,-10.494007600116925,66.31960793499658
2025-04-29 13:32:08,46.88687518269512,-45.46916106401637,-9.5878398129202,66.01325885412196
2025-04-29 13:32:09,46.98918444899152,-45.76147325343467,-9.514761765565623,66.27689326576521
2025-04-29 13:32:10,45.381467407190875,-46.09763227126571,-14.571762642502192,66.30841237396797
2025-04-29 13:32:11,45.863782519731075,-46.25840397544578,-14.279450453083895,66.68754899240791
2025-04-29 13:32:12,46.141479099678456,-45.732242034492835,-12.452499269219526,66.14785554390565
2025-04-29 13:32:13,42.92604501607717,-49.181525869628764,-11.765565624086523,66.33171460200568
2025-04-29 13:32:14,42.940660625548084,-49.94153756211634,-11.370944168371821,66.83828154812929
2025-04-29 13:32:15,25.94270681087401,-55.74393452206957,-5.013154048523823,61.689075095919364
2025-04-29 13:32:16,12.759427068108739,-53.72698041508331,8.725518854136217,55.90640466800757
2025-04-29 13:32:17,15.171002630809705,-54.31160479391991,7.629348143817598,56.90445227936521
2025-04-29 13:32:18,15.448699210757088,-54.618532592809125,7.892429114294067,57.30738911536937
2025-04-29 13:32:19,14.951768488745982,-54.340836012861736,8.564747149956153,57.007339292940785
2025-04-29 13:32:20,14.513300204618531,-54.296989184449,7.000876936568255,56.63754227724333
2025-04-29 13:32:21,27.85735165156387,-54.64776381175095,-2.6746565331774335,61.396774493732764
2025-04-29 13:32:22,28.92429114294066,-55.042385267465654,-2.8792750657702424,62.24603617065172
2025-04-29 13:32:23,27.57965507161649,-55.29085062847121,-2.572347266881029,61.84118779220437
2025-04-29 13:32:24,27.491961414790993,-55.320081847413036,-3.1131248173048816,61.853140131807
2025-04-29 13:32:25,26.600409237065186,-55.13007892429115,-0.9938614440222158,61.22005500118264
2025-04-29 13:32:26,25.60654779304297,-55.43700672318036,-0.950014615609471,61.07257594103273
2025-04-29 13:32:27,27.12657117801812,-55.34931306635487,-1.7246419175679626,61.663374141683796
2025-04-29 13:32:28,27.316574101140016,-54.983922829581985,-2.002338497515346,61.428302514485395
2025-04-29 13:32:29,29.055831628178897,-54.95469161064016,-2.2361882490499854,62.2033762709938
2025-04-29 13:32:30,28.427360420929553,-55.15931014323298,-2.060800935399006,62.08793132706337
2025-04-29 13:32:31,28.310435545162232,-54.720841859105526,-1.666179479684303,61.63300616215748
2025-04-29 13:32:32,26.49809997076878,-54.92546039169833,-1.0961707103186205,60.99309052283741
2025-04-29 13:32:33,15.931014323297282,-54.282373574978074,8.140894475299621,57.154592651514406
2025-04-29 13:32:34,15.711780181233555,-53.887752119263375,7.4978076585793625,56.63008903944642
2025-04-29 13:32:35,15.419467991815258,-54.16544869921076,6.4893306050862325,56.690098232756284
2025-04-29 13:32:36,15.434083601286176,-53.71236480561239,6.679333528208126,56.28359055713951
2025-04-29 13:32:37,15.843320666471792,-53.551593101432324,6.86933645133002,56.26696825601676
2025-04-29 13:32:38,15.244080678164279,-53.87313650979246,7.541654486992108,56.49401194397759
2025-04-29 13:32:39,15.346389944460684,-53.72698041508331,7.439345220695703,56.36882086901302
2025-04-29 13:32:40,14.68868751826951,-53.99006138555977,8.155510084770535,56.543758401513
2025-04-29 13:32:41,15.287927506577024,-54.7939199064601,7.965507161648641,57.44165466370371
2025-04-29 13:32:42,14.980999707687811,-54.720841859105526,6.95703010815551,57.15943626328692
2025-04-29 13:32:43,15.828705057000878,-55.276235019000296,6.270096463022508,57.8387774016091
2025-04-29 13:32:44,15.229465068693365,-54.940076001169246,7.147033031277404,57.45805982142953
2025-04-29 13:32:45,15.185618240280618,-55.10084770534931,6.620871090324466,57.53731270386492
2025-04-29 13:32:46,14.820228003507745,-54.384682841274476,7.322420344928384,56.8414525283247
2025-04-29 13:32:47,14.893306050862321,-54.42852966968723,6.664717918737212,56.82159688063168
2025-04-29 13:32:48,15.244080678164279,-54.7939199064601,6.606255480853552,57.25729880038224
2025-04-29 13:32:49,15.03946214557147,-55.07161648640748,7.322420344928384,57.5559397782874
2025-04-29 13:32:50,15.010230926629639,-55.086232095878394,7.030108155510084,57.52584132083512
2025-04-29 13:32:51,15.054077755042385,-54.69161064016369,6.942414498684594,57.148881446111204
2025-04-29 13:32:52,15.463314820228003,-55.20315697164572,6.679333528208126,57.71582227818196
2025-04-29 13:32:53,14.86407483192049,-55.13007892429115,6.430868167202572,57.45974580688156
2025-04-29 13:32:54,14.849459222449577,-54.77930429698918,6.474714995615318,57.12443043686104
2025-04-29 13:32:55,14.732534346682257,-55.597778427360424,6.123940368313359,57.84170796206397
2025-04-29 13:32:56,14.703303127740428,-54.80853551593101,7.556270096463022,57.24735719697455
2025-04-29 13:32:57,15.12715580239696,-54.96930722011108,6.460099386144402,57.37759547948843
2025-04-29 13:32:58,14.615609470914936,-54.54545454545454,7.176264250219234,56.92382120312655
2025-04-29 13:32:59,15.27331189710611,-55.086232095878394,7.556270096463022,57.66163577802807
2025-04-29 13:33:00,15.12715580239696,-54.75007307804736,7.483192049108448,57.29222903645273
2025-04-29 13:33:01,14.600993861444023,-55.05700087693657,6.752411575562702,57.359022214388496
