Time,Latitude,Longitude,counts,PM1,PM25,PM10
1745965679.45,0,0,16.2,4.0,7.0,11.0
1745965684.4,0,0,16.4,4.0,7.0,11.0
1745965689.43,0,0,19.2,4.0,7.5,11.5
1745965694.43,0,0,15.2,4.0,8.0,12.0
1745965699.48,0,0,17.0,3.0,8.0,11.0
1745965704.43,0,0,19.0,3.0,8.0,11.0
1745965709.42,0,0,15.0,2.5,8.5,11.5
1745965714.44,0,0,14.4,3.0,8.5,11.5
1745965719.45,0,0,13.6,3.0,9.0,12.0
1745965724.42,0,0,19.8,3.0,9.5,13.0
1745965729.42,0,0,14.4,2.5,9.5,13.5
1745965734.42,0,0,16.8,2.0,9.0,13.0
1745965739.43,0,0,16.2,2.5,9.0,13.0
1745965744.44,0,0,16.2,3.0,10.0,15.0
1745965749.42,0,0,16.8,4.0,11.5,16.0
1745965754.42,0,0,18.4,5.0,12.5,16.5
1745965759.43,0,0,19.2,5.0,13.5,16.5
1745965764.44,0,0,18.0,4.0,14.0,15.5
1745965769.42,0,0,16.0,5.0,15.0,15.0
1745965774.42,0,0,18.2,5.0,15.0,18.0
1745965779.42,0,0,15.6,5.0,15.0,18.0
1745965784.45,0,0,15.8,5.0,13.5,17.0
1745965789.42,0,0,18.4,5.0,13.0,17.0
1745965794.44,0,0,19.0,5.0,13.0,18.0
1745965799.48,0,0,18.2,4.5,12.5,17.5
1745965804.46,0,0,21.0,4.0,12.0,17.0
1745965809.46,0,0,15.8,2.5,8.5,13.5
1745965814.46,0,0,18.4,3.0,9.0,14.0
1745965819.42,0,0,15.8,3.0,8.0,13.0
1745965824.42,0,0,17.4,3.0,7.5,13.0
1745965829.45,0,0,17.2,3.0,6.0,9.0
