Timestamp,Mag_X (uT),Mag_Y (uT),Mag_Z (uT),Mag_Total (uT)
2025-04-29 14:45:57,-107.01549254603917,22.902660040923706,17.334112832505117,110.80306380922644
2025-04-29 14:45:58,-107.38088278281204,21.601870798012275,17.9041216018708,110.98582062373829
2025-04-29 14:45:59,-107.05933937445191,21.587255188541363,17.334112832505117,110.58111593558502
2025-04-29 14:46:00,-107.45396083016662,23.107278573516517,17.831043554516224,111.34741189362298
2025-04-29 14:46:01,-106.89856767027186,23.44343759134756,17.597193802981582,110.84475524712386
2025-04-29 14:46:02,-103.96083016661794,24.291142940660627,17.071031862028647,108.11722324926026
2025-04-29 14:46:03,-72.94650686933645,57.70242619117217,16.0479391990646,94.38378677147202
2025-04-29 14:46:04,-28.588132125109617,96.1707103186203,-2.8500438468284126,100.3703620174778
2025-04-29 14:46:05,-40.456007015492546,94.12452499269219,-8.857059339374452,102.83269037071199
2025-04-29 14:46:06,-43.10143232972815,96.00993861444023,-8.067816427945045,105.54966339850515
2025-04-29 14:46:07,-42.63373282665887,96.12686349020754,-7.600116924875768,105.43135604018242
2025-04-29 14:46:08,-44.329143525285005,95.08915521777259,-8.725518854136217,105.27656474728292
2025-04-29 14:46:09,-44.709149371528795,95.05992399883075,-7.600116924875768,105.3235916851535
2025-04-29 14:46:10,-45.81993569131833,95.16223326512716,-8.097047646886875,105.92865206052127
2025-04-29 14:46:11,-47.03303127740427,95.22069570301082,-8.345513007892428,106.53043935266378
2025-04-29 14:46:12,-47.17918737211342,94.73838059047063,-8.082432037415959,106.14406335559845
2025-04-29 14:46:13,-47.924583455130076,94.76761180941246,-7.629348143817598,106.47005635626756
2025-04-29 14:46:14,-48.9184448991523,94.40222157263958,-8.316281788950599,106.64874228979153
2025-04-29 14:46:15,-49.23998830751242,95.54223911137095,-9.14937152879275,107.8731055560663
2025-04-29 14:46:16,-49.8976907337036,95.74685764396375,-8.082432037415959,108.27079937309615
2025-04-29 14:46:17,-48.99152294650687,95.99532300496931,-7.6147325343466825,108.04284109100489
2025-04-29 14:46:18,-49.79538146740719,96.02455422391114,-8.37474422683426,108.49161889404334
2025-04-29 14:46:19,-48.75767319497223,96.36071324174218,-8.477053493130663,108.32616575772622
2025-04-29 14:46:20,-49.47383805904707,96.49225372698041,-8.813212510961707,108.79378840893514
2025-04-29 14:46:21,-48.976907337035954,96.05378544285297,-7.673194972230342,108.09229885280496
2025-04-29 14:46:22,-49.92692195264542,95.55685472084186,-8.22858813212511,108.12733087639671
2025-04-29 14:46:23,-49.73691902952353,95.48377667348728,-7.965507161648641,107.95537053210484
2025-04-29 14:46:24,-49.40076001169248,95.43992984507454,-7.687810581701257,107.74190331577452
2025-04-29 14:46:25,-50.13154048523823,95.57147033031276,-7.746273019584916,108.19927004474144
2025-04-29 14:46:26,-50.04384682841274,95.51300789242912,-7.950891552177726,108.12186623675784
2025-04-29 14:46:27,-49.44460684010523,96.27301958491668,-8.170125694241449,108.53577474468976
2025-04-29 14:46:28,-50.04384682841274,96.27301958491668,-8.170125694241449,108.81007241631214
2025-04-29 14:46:29,-49.82461268634902,95.17684887459808,-8.257819351066939,107.7465367029383
2025-04-29 14:46:30,-49.561531715872555,95.57147033031276,-8.009353990061385,107.95555158702774
2025-04-29 14:46:31,-51.05232388190587,100.87693656825489,-9.456299327681965,113.45447413880801
2025-04-29 14:46:32,-81.05817012569425,83.03127740426775,-0.3653902367728734,116.03772438968107
2025-04-29 14:46:33,-85.67670271850336,78.6758257819351,-0.5700087693656825,116.3215709195047
2025-04-29 14:46:34,-84.63899444606841,79.72814966384098,-0.21923414206372407,116.27719162961613
2025-04-29 14:46:35,-84.30283542823736,80.37123648056124,-0.6577024261911721,116.47719213277846
2025-04-29 14:46:36,-83.35282081262788,81.42356036246711,-0.9938614440222158,116.52672088449195
2025-04-29 14:46:37,-83.57205495469161,81.37971353405436,-1.2277111955568547,116.65527600162129
2025-04-29 14:46:38,-83.61590178310435,81.04355451622332,-1.198479976615025,116.45219239619391
2025-04-29 14:46:39,-82.92896813797135,81.35048231511254,-1.4907921660333234,116.17804091398862
2025-04-29 14:46:40,-82.73896521484946,80.98509207833968,-1.8415667933352822,115.79167876844838
