Timestamp,Radiation_Counts,Temperature (C),Humidity (%),Pressure (hPa),Gas (Ohm),PM1.0,PM2.5,PM10
2025-04-25 15:54:04,0,34.422578125,100,726.1946936967564,54333,0,0,0
2025-04-25 15:54:34,0,24.70265625,34.53412467159137,1003.3195870822522,2200,0,0,0
2025-04-25 15:55:04,0,24.7380078125,34.79995223425624,1003.3043489312633,3372,0,0,0
