Time,Latitude,Longitude,counts,PM1,PM25,PM10
1745957955.42,0,0,14.0,3.0,11.0,12.0
1745957960.44,0,0,11.6,4.0,11.5,13.5
1745957965.42,0,0,10.4,4.0,11.0,14.0
1745957970.43,0,0,10.2,5.0,11.0,16.0
1745957975.42,0,0,11.4,5.0,11.0,16.0
1745957980.43,0,0,11.6,4.0,10.0,15.0
1745957985.45,0,0,10.8,5.0,11.0,16.0
1745957990.42,0,0,12.2,5.0,11.0,16.0
1745957995.42,0,0,11.2,5.0,11.0,17.0
1745958000.42,0,0,13.4,5.0,11.5,17.5
1745958005.47,0,0,8.2,5.0,11.0,17.0
1745958010.43,0,0,13.2,5.0,10.5,17.5
1745958015.44,0,0,13.8,5.0,10.0,18.0
1745958020.44,0,0,14.0,4.0,11.0,18.0
1745958025.45,0,0,12.4,4.0,10.5,16.5
1745958030.47,0,0,10.6,4.0,11.0,13.5
1745958035.44,0,0,9.6,4.0,11.0,13.0
1745958040.49,0,0,13.8,4.0,10.5,12.0
1745958045.44,0,0,10.4,3.5,11.5,12.0
1745958050.51,0,0,7.4,6.0,14.0,16.0
1745958055.47,0,0,11.8,6.0,14.0,17.0
1745958060.46,0,0,12.2,6.0,14.5,17.5
1745958065.5,0,0,11.0,5.0,14.0,17.0
1745958070.55,0,0,14.2,7.0,16.0,19.0
1745958075.49,0,0,12.2,6.5,16.5,19.0
1745958080.44,0,0,11.8,5.5,16.0,18.0
1745958085.42,0,0,13.0,6.0,17.0,19.5
1745958090.43,0,0,11.6,6.0,17.0,20.0
1745958095.46,0,0,13.6,5.0,15.0,20.5
1745958100.44,0,0,11.0,5.0,15.0,21.0
1745958105.42,0,0,13.4,6.0,15.0,21.0
1745958110.42,0,0,11.6,6.0,14.5,20.5
1745958115.45,0,0,12.6,6.0,13.0,19.0
1745958120.42,0,0,12.0,6.0,13.0,18.5
1745958125.42,0,0,14.4,6.0,13.0,18.0
1745958130.42,0,0,10.6,7.5,15.0,20.0
1745958135.43,0,0,11.2,6.5,15.0,19.0
1745958140.46,0,0,10.8,6.5,15.5,18.5
1745958145.43,0,0,12.2,7.0,16.5,19.0
1745958150.42,0,0,13.6,5.0,14.5,15.0
1745958155.42,0,0,10.4,4.0,13.0,14.0
1745958160.48,0,0,9.0,4.0,12.0,13.0
1745958165.42,0,0,9.6,5.0,12.0,13.0
1745958170.43,0,0,13.0,5.0,11.5,12.0
1745958175.42,0,0,10.8,5.0,11.0,11.0
1745958180.45,0,0,11.8,3.5,9.5,9.5
1745958185.43,0,0,11.6,3.0,9.0,9.0
1745958190.42,0,0,10.8,4.0,9.0,9.0
1745958195.43,0,0,13.6,4.0,8.5,8.5
1745958200.43,0,0,10.8,4.0,8.0,8.0
1745958205.49,0,0,11.8,4.0,7.5,8.5
1745958210.42,0,0,15.2,4.0,7.0,8.0
1745958215.42,0,0,13.6,4.0,8.0,9.0
1745958220.45,0,0,16.4,4.5,8.0,9.5
1745958225.45,0,0,11.2,5.0,10.0,11.0
1745958230.42,0,0,13.0,5.0,10.0,11.0
1745958235.42,0,0,15.0,5.0,10.0,11.0
1745958240.42,0,0,12.6,6.0,12.0,13.0
1745958245.5,0,0,13.8,6.0,13.5,15.5
1745958250.42,0,0,9.8,6.0,14.5,16.5
1745958255.42,0,0,15.0,6.0,14.5,16.0
1745958260.42,0,0,14.8,5.0,13.0,14.0
