Time,Temperature (C),Humidity (%),Pressure (hPa),Gas (Ohm),PM10,PM2.5,PM100
1740785176.0474844,23.7540234375,46.83575707636938,1000.9358978327188,165350,2,4,5
1740785177.0585654,23.7559765625,46.78691921998576,1000.9339599249334,166006,2,4,5
1740785178.071034,23.757734375,46.74420299218737,1000.9385874124687,166171,2,4,5
1740785179.0839646,23.7594921875,46.70149703680061,1000.9363266449611,166667,2,4,5
1740785180.0950162,23.7622265625,46.6773063900871,1000.9322358197711,165514,2,4,5
1740785181.1060975,23.764375,46.62853547613789,1000.9323427056519,166006,2,4,5
1740785182.117285,23.7657421875,46.59806338817972,1000.9294362069725,166667,2,4,5
1740785183.1283903,23.7669140625,46.549196976301644,1000.9296510410481,167500,2,4,5
1740785184.139429,23.7669140625,46.481834582364755,1000.9244847840346,167166,2,4,5
1740785185.1523461,23.769453125,46.396442464250704,1000.933847697551,167166,2,4,5
1740785186.1657372,23.771015625,46.353796998793264,1000.9295418700873,167500,2,4,5
1740785187.1786091,23.772578125,46.27446554900302,1000.9286802131417,167166,2,4,5
1740785188.1913056,23.7735546875,46.274582265040806,1000.9302942992445,167500,2,4,5
1740785189.2040675,23.7735546875,46.256236997063304,1000.9251279892497,167836,2,3,3
1740785190.2170446,23.77296875,46.231709681791834,1000.9172711370541,167500,2,3,3
1740785191.2301474,23.77296875,46.21948232281738,1000.9293258474961,168173,2,3,3
1740785192.243149,23.77296875,46.20725582696341,1000.9276037456704,166336,2,3,3
1740785193.256242,23.7747265625,46.19524000133058,1000.939119631346,167166,2,3,3
1740785194.269194,23.7766796875,46.21992543754724,1000.9354593796378,167500,2,3,3
1740785195.282264,23.7770703125,46.2444278667826,1000.9309386761032,167836,2,3,3
1740785196.2953537,23.7770703125,46.26888710384044,1000.9257723380007,166833,2,3,3
1740785197.3077369,23.7755078125,46.244241211796265,1000.9231898222896,167836,2,3,3
1740785198.32065,23.7747265625,46.20135273161453,1000.9218985651291,168004,1,3,3
1740785199.3339076,23.775703125,46.18313172502195,1000.9166242025012,168681,1,3,3
1740785200.346932,23.77453125,46.16465628663469,1000.919853645441,168342,1,3,3
1740785201.3598146,23.7739453125,46.12792106822488,1000.9240515164718,168173,1,3,3
1740785202.3722315,23.7735546875,46.09121697617031,1000.9234058861408,168851,1,3,3
1740785203.3850415,23.774140625,46.07296091868794,1000.9260964364071,168511,1,3,3
1740785204.398176,23.776484375,46.10378442440952,1000.9316923389493,168851,1,3,3
1740785205.4113002,23.7770703125,46.122183468530004,1000.9223281131556,168173,1,3,3
1740785206.4244163,23.77765625,46.128363496815695,1000.9250186677747,167836,1,3,3
1740785207.4375877,23.778046875,46.11008017019195,1000.9342748730688,169192,2,3,3
1740785208.4531686,23.7770703125,46.08552697984113,1000.9343829020618,168342,2,3,3
1740785209.4659476,23.7770703125,46.06109363630159,1000.9326607890268,166833,2,3,3
1740785210.4789383,23.7751171875,46.08529429163784,1000.927710515582,167166,2,3,3
1740785211.49199,23.7755078125,46.140328300454634,1000.9318003647878,168342,2,3,3
1740785212.5050058,23.7755078125,46.17699632490634,1000.9197456060697,168511,2,3,3
1740785213.5181603,23.77453125,46.201329417102755,1000.9267420679903,168511,1,2,2
1740785214.531177,23.774140625,46.195170065205886,1000.9312627512535,168511,1,2,2
1740785215.544304,23.774140625,46.201282788220695,1000.9226522270661,168173,1,2,2
1740785216.557412,23.7747265625,46.25026234195816,1000.9253427774817,168004,1,2,2
1740785217.5699532,23.7755078125,46.30539558401154,1000.9335224736216,169192,2,3,3
1740785218.5828354,23.776484375,46.32386291985681,1000.9316923389493,168173,2,3,3
1740785219.5985003,23.7766796875,46.31776921319156,1000.9337372675697,168851,2,3,3
1740785220.6113842,23.775703125,46.28707035532753,1000.9355674007024,167836,2,3,3
