Time,Temperature (C),Humidity (%),Pressure (hPa),Gas (Ohm),PM10,PM2.5,PM100
1740782231.6158757,24.360078125,43.406763619325254,1001.8395144049964,139583,7,10,10
1740782232.6289382,24.3551953125,43.41222449121693,1001.8348897044201,139583,7,11,11
1740782233.6422276,24.3505078125,43.42372653433944,1001.8409300122297,140402,7,11,11
1740782234.6554132,24.3471875,43.42936626235384,1001.8440593293652,140402,7,11,11
1740782235.667128,24.343671875,43.43498382623511,1001.8485893483812,140285,8,11,11
1740782236.6782985,24.34015625,43.44060153186264,1001.8513955975267,140050,8,11,11
1740782237.6894875,24.3364453125,43.4522167154167,1001.8435369240168,140402,8,11,11
1740782238.7006328,24.3333203125,43.45185968255957,1001.8504361465311,140167,8,11,11
1740782239.7117927,24.3301953125,43.469562665448066,1001.8487170596102,140050,8,11,11
1740782240.7243996,24.3262890625,43.46911625747197,1001.8439827192227,140050,8,11,11
1740782241.7375658,24.3231640625,43.486820824219755,1001.8405399638602,140402,8,11,12
1740782242.7512164,24.3190625,43.4803312512535,1001.8423771438461,140875,8,11,12
1740782243.7656484,24.316328125,43.50410278420629,1001.8430273418642,140993,8,11,12
1740782244.7791588,24.3128125,43.50370080828658,1001.8475566689298,141112,8,11,11
1740782245.7922885,24.309296875,43.527385997738094,1001.8469151390175,140638,8,11,11
1740782246.8053586,24.3065625,43.52707323367636,1001.8441180353944,141470,8,11,11
1740782247.8188415,24.3036328125,43.544805553335756,1001.8409980161748,141589,7,11,12
1740782248.8316243,24.301484375,43.53251463816042,1001.8443403028914,141949,7,11,12
1740782249.8446658,24.2989453125,43.55029209012915,1001.8487602847055,140993,7,11,12
1740782250.8577363,24.2958203125,43.561980783449386,1001.8470408195755,142553,7,11,11
1740782251.8716688,24.2942578125,43.573849046774214,1001.849628166145,141709,7,11,11
1740782252.8850434,24.2923046875,43.573625481177146,1001.8463990437872,141589,7,11,11
1740782253.8988023,24.290546875,43.59149637339801,1001.8538340448019,142311,7,10,11
1740782254.9119773,24.287421875,43.60318763132593,1001.8434968283741,142190,7,10,11
1740782255.9256103,24.2841015625,43.620882480433394,1001.8500719332396,141949,7,10,11
1740782256.9384658,24.281953125,43.60858614672724,1001.8499668797564,141589,7,10,11
1740782257.9515324,24.278828125,43.64438127110949,1001.8448002106794,141829,7,10,11
1740782258.9646242,24.2766796875,43.65016129522728,1001.8446951251638,141709,7,10,11
1740782259.977557,24.2743359375,43.661945732697674,1001.8546080525934,142796,7,10,11
1740782260.9907093,24.2716015625,43.66765910522514,1001.8483636723504,142190,7,10,11
1740782262.0038161,24.2696484375,43.66140840964688,1001.8571988263402,142675,7,10,11
1740782263.016774,24.267890625,43.67928786980249,1001.8525690377035,142432,7,9,10
1740782264.0296984,24.2649609375,43.678951951750165,1001.8546190629994,143040,7,9,10
1740782265.0421574,24.2637890625,43.68484495045043,1001.8440641959533,142796,7,9,10
1740782266.0550141,24.262421875,43.702771508772685,1001.8400802834857,142432,7,9,10
1740782267.0685034,24.2602734375,43.714581652929766,1001.8399750596313,142675,7,9,10
1740782268.0802555,24.2591015625,43.732533648892,1001.8380375284104,143285,7,9,10
1740782269.0914078,24.257734375,43.744435417786576,1001.8392239705812,143285,7,9,10
1740782270.1025436,24.2555859375,43.768308630749516,1001.8477359138803,143408,7,9,10
1740782271.113678,24.2551953125,43.7742942637199,1001.850536943642,143408,7,9,10
1740782272.1239529,24.253046875,43.79817153457898,1001.8538784883119,142918,7,10,10
1740782273.1364498,24.2520703125,43.82218674573389,1001.8453701130229,143408,7,10,10
1740782274.1495745,24.2501171875,43.82799461537127,1001.849034556765,142918,7,10,10
1740782275.1629639,24.2493359375,43.84600317609341,1001.8442959922884,143530,7,10,11
1740782276.1747344,24.2505078125,43.882340581181026,1001.8462335569748,143530,7,10,11
1740782277.185889,24.2516796875,43.94886727849234,1001.8447242597115,143162,7,10,11
1740782278.197101,24.2516796875,43.985092015537624,1001.848171122693,143654,7,10,10
1740782279.2082431,24.2520703125,44.02740908905639,1001.8522638437465,142796,7,10,10
1740782280.2193637,24.2520703125,44.06365067896763,1001.8557107097781,143777,7,10,10
1740782281.2318769,24.25109375,44.08166160931077,1001.8609897831543,142432,7,10,10
1740782282.244902,24.25109375,44.093745134392535,1001.8575429216223,143162,7,10,10
1740782283.2580378,24.2505078125,44.09971953314677,1001.8548507002048,143408,7,10,10
1740782284.2711961,24.249921875,44.11777935448899,1001.8521584823924,143162,8,10,10
1740782285.2836294,24.2501171875,44.129888012918784,1001.8507579843324,143162,8,10,10
1740782286.296449,24.249921875,44.11777935448899,1001.8469882013076,143900,8,10,10
1740782287.3095846,24.2501171875,44.13593138086114,1001.849034556765,142675,7,10,11
1740782288.3227603,24.2516796875,44.20864947190063,1001.851617986121,143530,7,10,11
1740782289.3358452,24.2534375,44.275373145016815,1001.8476306005163,143654,7,10,11
1740782290.3489459,24.255,44.3360499805394,1001.8415968151776,143040,7,11,12
1740782291.362067,24.25734375,44.39683951421739,1001.8437484638537,143654,7,11,12
1740782292.3752916,24.258125,44.43325123605181,1001.8519339558836,143530,7,11,12
1740782293.3883622,24.2587109375,44.4151578469753,1001.852902735495,143777,8,11,12
1740782294.401458,24.2602734375,44.4153393808469,1001.8554861490527,142796,8,11,12
1740782295.4145787,24.26125,44.39729320117904,1001.8657180727463,144148,8,11,12
1740782296.4284253,24.2630078125,44.391444562317574,1001.8651775149882,145147,8,11,12
1740782297.441157,24.2633984375,44.39148992793823,1001.8623764452343,144896,8,11,12
1740782298.4542606,24.2637890625,44.361274460415224,1001.8612988362604,143900,8,11,12
1740782299.4674356,24.2637890625,44.361274460415224,1001.856128442996,143900,8,11,12
1740782300.4804988,24.264375,44.33713765902358,1001.8536502887265,145022,8,11,12
1740782301.493591,24.2649609375,44.31300425023368,1001.8563425303213,145399,8,11,12
1740782302.507087,24.2653515625,44.28885159231169,1001.8621587869295,145399,7,10,12
1740782303.5200586,24.2665234375,44.27084119335251,1001.8589259339562,145147,7,10,12
1740782304.5335367,24.2669140625,44.24064700187543,1001.8612952579776,145526,7,10,12
1740782305.5465233,24.2669140625,44.23459975675617,1001.8612952579776,145022,7,10,11
1740782306.5592098,24.267109375,44.216481928209014,1001.865065131223,145399,7,10,11
1740782307.5754302,24.2675,44.20443458999036,1001.8743283608356,145022,7,10,11
1740782308.5885777,24.266328125,44.16802651638396,1001.8706673092046,144896,7,10,11
