Time,Latitude,Longitude,counts,PM1,PM25,PM10
1745959133.46,0,0,22.0,3.0,7.5,9.0
1745959138.43,0,0,17.4,4.0,9.0,10.0
1745959143.43,0,0,20.0,4.0,9.0,10.0
1745959148.44,0,0,19.4,4.0,9.0,10.5
1745959153.47,0,0,17.6,5.0,9.0,12.0
1745959158.44,0,0,18.0,5.0,9.5,12.5
1745959163.47,0,0,20.6,5.0,10.0,13.0
1745959168.46,0,0,19.0,5.0,10.0,13.0
1745959173.49,0,0,20.0,5.0,11.0,14.0
1745959178.51,0,0,20.6,5.0,11.0,14.0
1745959183.45,0,0,23.8,4.5,10.5,14.0
1745959188.46,0,0,20.2,4.0,10.0,14.0
1745959193.46,0,0,16.8,4.0,9.0,12.0
1745959198.5,0,0,21.0,4.0,8.0,12.0
1745959203.45,0,0,20.2,4.0,9.0,12.0
1745959208.45,0,0,20.8,4.0,9.5,12.0
1745959213.46,0,0,20.8,4.0,10.0,12.0
1745959218.47,0,0,18.2,3.5,9.5,13.0
1745959223.43,0,0,16.8,3.0,9.0,14.0
1745959228.45,0,0,18.6,4.0,9.0,14.0
1745959233.45,0,0,17.6,4.0,9.0,14.0
1745959238.54,0,0,19.0,4.0,9.0,12.0
1745959243.43,0,0,20.2,4.5,9.0,13.0
1745959248.42,0,0,17.0,5.0,9.0,14.0
1745959253.42,0,0,16.8,5.0,10.0,14.0
1745959258.42,0,0,20.0,5.0,10.0,14.5
1745959263.46,0,0,18.8,4.0,9.0,13.0
1745959268.42,0,0,16.4,4.0,9.0,13.0
1745959273.42,0,0,18.4,5.0,10.0,14.0
1745959278.42,0,0,16.2,4.5,8.5,13.5
1745959283.45,0,0,18.2,6.0,9.0,11.0
1745959288.42,0,0,19.2,6.0,9.0,11.0
1745959293.42,0,0,19.6,4.5,8.5,10.5
1745959298.42,0,0,17.8,4.5,9.5,11.5
1745959303.42,0,0,18.8,5.0,11.0,12.0
1745959308.45,0,0,19.6,4.0,9.0,10.0
1745959313.43,0,0,17.4,4.0,9.0,9.0
1745959318.44,0,0,15.6,4.5,9.5,9.5
1745959323.42,0,0,19.4,5.0,10.0,10.0
1745959328.45,0,0,18.4,4.5,10.0,11.0
1745959333.42,0,0,20.4,4.0,10.0,11.0
1745959338.44,0,0,18.2,4.0,10.0,10.0
1745959343.4,0,0,17.8,4.0,9.5,9.5
1745959348.49,0,0,19.6,4.0,10.0,10.0
1745959353.43,0,0,18.4,4.0,10.0,10.0
