Timestamp,Mag_X (uT),Mag_Y (uT),Mag_Z (uT),Mag_Total (uT)
2025-04-28 16:22:13,27.462730195849165,-12.189418298743057,15.141771411867873,33.646050433312325
2025-04-28 16:22:14,28.20812627886583,-11.926337328266587,14.937152879275065,34.07424902137802
2025-04-28 16:22:15,27.345805320081844,-12.320958783981292,15.901783104355452,33.947986683430095
2025-04-28 16:22:16,27.667348728441976,-11.75095001461561,15.33177433498977,33.74359666909065
2025-04-28 16:22:17,27.38965214849459,-12.07249342297574,15.21484945922245,33.577221241939135
2025-04-28 16:22:18,28.237357497807658,-12.07249342297574,14.86407483192049,34.11794508049567
2025-04-28 16:22:19,27.769657994738377,-12.057877813504824,16.106401636948263,34.29230957810859
2025-04-28 16:22:20,28.076585793627594,-11.648640748319206,14.513300204618531,33.684141430942155
2025-04-28 16:22:21,27.84273604209295,-12.160187079801227,15.185618240280618,33.96602863840531
2025-04-28 16:22:22,27.301958491669104,-12.028646594562993,15.580239695995324,33.65752732097804
2025-04-28 16:22:23,28.222741888336746,-12.335574393452207,15.27331189710611,34.37969766618599
2025-04-28 16:22:24,27.57965507161649,-12.101724641917567,15.287927506577024,33.77587660778755
2025-04-28 16:22:25,27.404267757965506,-12.306343174510378,15.15638702133879,33.64752652454104
2025-04-28 16:22:26,27.360420929552763,-12.277111955568547,15.27331189710611,33.654036425340664
2025-04-28 16:22:27,28.135048231511256,-11.60479391990646,15.960245542239113,34.36541311670101
2025-04-28 16:22:28,27.652733118971064,-11.31248173048816,15.083308973984217,33.46867343436755
2025-04-28 16:22:29,27.74042677579655,-12.423268050277697,14.86407483192049,33.835034910005824
2025-04-28 16:22:30,27.667348728441976,-11.22478807366267,14.717918737211342,33.28806370029678
2025-04-28 16:22:31,28.018123355743935,-11.780181233557439,15.054077755042385,33.91774112950337
2025-04-28 16:22:32,27.448114586378253,-11.75095001461561,14.644840689856768,33.255904429502884
2025-04-28 16:22:33,27.462730195849165,-11.882490499853844,15.390236772873427,33.64898985429173
2025-04-28 16:22:34,27.360420929552763,-11.341712949429992,15.390236772873427,33.377933938377346
2025-04-28 16:22:35,27.5942706810874,-11.458637825197311,14.600993861444023,33.25557362265893
2025-04-28 16:22:36,27.28734288219819,-11.40017538731365,15.112540192926044,33.210720430532206
2025-04-28 16:22:37,27.974276527331188,-12.028646594562993,14.367144109909383,33.669917077405884
2025-04-28 16:22:38,27.871967261034786,-11.853259280912013,14.820228003507745,33.71921518447125
2025-04-28 16:22:39,27.784273604209297,-11.619409529377375,15.30254311604794,33.780828340102225
2025-04-28 16:22:40,27.462730195849165,-12.014030985092077,14.703303127740428,33.38750684293422
2025-04-28 16:22:41,27.550423852674655,-12.087109032446651,15.171002630809705,33.693966522929784
2025-04-28 16:22:42,27.214264834843615,-11.970184156679334,14.761765565624085,33.19354217103483
2025-04-28 16:22:43,27.27272727272727,-11.297866121017247,14.016369482607423,32.67877055909478
2025-04-28 16:22:44,27.930429698918445,-11.707103186202865,14.527915814089448,33.5890682526309
2025-04-28 16:22:45,27.667348728441976,-12.07249342297574,14.600993861444023,33.53231732002634
2025-04-28 16:22:46,27.316574101140016,-12.423268050277697,13.97252265419468,33.10232920798939
2025-04-28 16:22:47,27.930429698918445,-12.087109032446651,15.024846536100556,33.940434902367585
2025-04-28 16:22:48,27.155802396959956,-11.677871967261035,15.03946214557147,33.16618336701639
2025-04-28 16:22:49,27.57965507161649,-11.69248757673195,14.00175387313651,33.06661082005934
2025-04-28 16:22:50,27.12657117801812,-12.014030985092077,13.724057293189126,32.688492669035284
2025-04-28 16:22:52,27.53580824320374,-11.648640748319206,14.586378251973105,33.26671004772675
2025-04-28 16:22:53,27.141186787489037,-11.677871967261035,14.3817597193803,32.861097464069886
2025-04-28 16:22:54,27.258111663256358,-11.853259280912013,13.855597778427361,32.79454218043972
2025-04-28 16:22:55,27.462730195849165,-11.911721718795674,13.97252265419468,33.03516389300979
2025-04-28 16:22:56,26.9073370359544,-12.247880736626717,15.448699210757088,33.35682353296731
2025-04-28 16:22:57,27.22888044431453,-12.218649517684888,14.776381175095002,33.3023838023421
2025-04-28 16:22:58,27.974276527331188,-11.560947091493716,13.91406021631102,33.313911757448096
2025-04-28 16:22:59,27.85735165156387,-12.116340251388483,14.659456299327683,33.73036319280009
2025-04-28 16:23:00,27.185033615901784,-12.204033908213972,14.425606547793043,33.10683646321823
2025-04-28 16:23:01,27.097339959076294,-11.72171879567378,15.726395790704473,33.451218945630245
2025-04-28 16:23:02,27.68196433791289,-11.341712949429992,14.805612394036832,33.37861232279146
2025-04-28 16:23:03,27.38965214849459,-11.882490499853844,15.609470914937154,33.69038746495683
2025-04-28 16:23:04,27.22888044431453,-11.955568547208419,14.586378251973105,33.12265055890617
2025-04-28 16:23:05,27.08272434960538,-12.306343174510378,15.083308973984217,33.35305458470332
2025-04-28 16:23:06,27.41888336743642,-12.07249342297574,15.141771411867873,33.568042898777
2025-04-28 16:23:07,27.565039462145574,-12.394036831335868,15.27331189710611,33.86321907073271
